,Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Industry PE,Debt,Price to book value,Cash from operations last year,Debt to equity,Return on equity,Piotroski score,Credit rating,Industry PBV,Equity capital,Total Assets,is in nse
42,ISMT,532479.0,ISMTLTD,Steel - Medium / Small,10.25,,150.16,0.0,-57.69,4.33,383.91,25.98,1.92,15.18,1133.25,,109.45,,,4.0,,0.9,73.25,2322.92,True
43,Jai Balaji Inds.,532976.0,JAIBALAJI,Steel - Sponge Iron,31.1,,343.52,0.0,13.76,173.78,793.73,10.95,-0.29,9.64,3484.55,,290.56,,,5.0,,1.16,110.45,2920.26,True
44,Jindal Saw,500378.0,JINDALSAW,Steel - Large,79.95,13.56,2556.43,2.5,65.77,-37.19,2864.68,-4.13,9.8,25.76,5229.68,0.38,1664.63,0.78,9.34,7.0,,1.28,63.95,15296.37,True
45,Jindal Stain.,532508.0,JSL,Steel - Large,70.05,49.48,3413.08,0.0,170.09,360.17,3584.63,8.55,10.98,25.76,3112.39,1.24,1180.36,1.14,2.3,4.0,,1.28,97.45,10246.75,True
46,Jindal Stain. Hi,539597.0,JSLHISAR,Steel - Large,122.4,6.66,2887.84,0.0,269.54,251.13,3146.65,26.67,18.41,25.76,2089.99,1.23,709.75,0.89,18.4,7.0,,1.28,47.19,6702.14,True
47,Jindal Steel,532286.0,JINDALSTEL,Steel - Sponge Iron,338.3,8.71,34507.14,0.0,2389.14,1226.19,10533.51,39.96,5.73,9.64,24028.46,1.28,9526.44,0.89,-0.24,4.0,,1.16,102.0,80919.42,True
48,JSW Steel,500228.0,JSWSTEEL,Steel - Large,413.3,38.96,99903.72,0.48,2681.0,1170.62,21859.0,21.07,9.1,25.76,49893.0,2.66,12785.0,1.33,12.92,4.0,,1.28,241.0,128164.0,True
50,Kalyani Steels,500235.0,KSL,Steel - Medium / Small,318.8,10.13,1391.88,1.57,60.49,86.87,367.72,31.08,18.55,15.18,50.0,1.37,239.96,0.05,14.61,8.0,,0.9,21.86,1451.33,True
51,Kamdhenu,532741.0,KAMDHENU,Steel - Medium / Small,142.2,28.29,383.02,0.35,7.19,-36.65,192.81,-24.51,12.82,15.18,114.09,2.09,-2.54,0.62,-31.19,1.0,,0.9,26.94,428.21,True
53,Kirl. Ferrous,500245.0,KIRLFER,Steel - Pig Iron,169.5,10.45,2343.93,1.18,118.32,407.16,590.1,29.62,19.16,10.87,195.44,3.04,203.63,0.25,16.36,4.0,,1.92,69.01,1551.44,True
56,Lloyds Steels,539992.0,LSIL,Steel - Medium / Small,1.15,64.19,103.35,0.0,0.87,45.0,39.49,-7.08,3.42,15.18,0.73,0.91,3.01,0.01,2.26,7.0,,0.9,89.87,186.39,True
57,Mah. Seamless,500265.0,MAHSEAMLES,Steel - Medium / Small,283.5,11.51,1899.44,0.88,83.55,-54.85,578.63,-26.81,10.7,15.18,1059.49,0.57,747.95,0.32,5.24,5.0,,0.9,33.5,5142.93,True
59,Mahamaya Steel,513554.0,MAHASTEEL,Steel - Medium / Small,93.65,,138.32,0.0,1.26,182.05,65.75,-19.88,6.39,15.18,62.79,1.5,34.58,0.68,3.26,5.0,,0.9,14.77,179.8,True
60,Man Industries,513269.0,MANINDS,Steel - Medium / Small,76.6,4.97,437.39,3.92,30.57,4.33,554.53,4.08,13.31,15.18,45.27,0.55,214.31,0.06,7.89,5.0,,0.9,28.55,1602.61,True
61,Manaksia Coated,539046.0,MANAKCOAT,Steel - Medium / Small,11.75,13.28,77.0,0.0,2.25,1423.53,131.71,85.87,8.13,15.18,133.61,0.81,5.58,1.4,3.12,7.0,,0.9,6.55,398.13,True
62,Manaksia Steels,539044.0,MANAKSTEEL,Steel - Medium / Small,21.55,7.58,141.23,0.0,5.25,27.12,95.23,-41.18,4.82,15.18,22.17,0.69,-5.98,0.11,4.16,3.0,,0.9,6.55,264.19,True
65,Mishra Dhatu Nig,541195.0,MIDHANI,Steel - Medium / Small,201.3,28.6,3771.15,1.27,60.13,-0.51,190.09,-8.12,20.44,15.18,150.23,3.82,204.44,0.15,17.64,6.0,,0.9,187.34,2417.84,True
67,Monnet Ispat,513446.0,JSWISPL,Steel - Sponge Iron,27.0,,1267.78,0.0,29.48,121.43,1160.74,98.99,-5.78,9.64,2616.97,1.0,-196.82,2.06,-34.32,5.0,,1.16,469.55,4538.96,True
68,MSP Steel & Pow.,532650.0,MSPL,Steel - Sponge Iron,7.55,,290.99,0.0,10.92,175.36,477.43,28.18,2.28,9.64,797.07,0.5,77.31,1.38,-14.18,4.0,,1.16,385.42,1590.13,True
69,Mukand,500460.0,MUKANDLTD,Steel - Medium / Small,62.1,,878.13,0.0,64.53,197.7,797.84,23.47,1.53,15.18,2849.57,1.89,149.5,6.15,-31.96,3.0,,0.9,141.42,4338.99,True
72,Natl. Steel&Agro,513179.0,NATNLSTEEL,Steel - Medium / Small,3.85,,17.13,0.0,-57.64,-23.85,540.0,61.78,-13.95,15.18,1431.7,,168.43,,,6.0,,0.9,44.5,703.66,True
75,Oil Country,500313.0,OILCOUNTUB,Steel - Medium / Small,3.8,,16.83,0.0,-11.37,31.42,0.0,-100.0,-33.98,15.18,138.4,,12.05,,-944.91,4.0,,0.9,44.29,215.49,True
79,Pennar Industrie,513228.0,PENIND,Steel - Medium / Small,20.85,,296.41,0.0,2.64,-78.16,411.93,-23.34,12.73,15.18,498.79,0.45,191.0,0.76,7.76,3.0,,0.9,71.08,1729.68,True
80,Prakash Industri,506022.0,PRAKASH,Steel - Medium / Small,63.05,17.52,1081.82,0.0,31.33,4.57,891.0,20.63,6.18,15.18,508.72,0.37,388.12,0.18,4.2,5.0,,0.9,171.58,3910.1,True
81,Prakash Steelage,533239.0,PRAKASHSTL,Steel - Medium / Small,0.75,,13.13,0.0,-1.72,-153.58,6.38,-29.66,,15.18,242.95,,0.14,,,4.0,,0.9,17.5,38.52,True
84,Rajratan Global,517522.0,RAJRATAN,Steel - Medium / Small,624.55,17.62,634.18,0.32,14.73,97.72,159.22,51.9,19.07,15.18,145.26,3.36,50.45,0.77,20.92,8.0,,0.9,10.15,388.78,True
85,Rama Steel Tubes,539309.0,RAMASTEEL,Steel - Medium / Small,74.4,24.26,124.95,0.0,3.01,652.5,153.93,76.65,7.16,15.18,76.46,1.39,29.8,0.85,1.32,5.0,,0.9,8.4,215.91,True
88,Ratnamani Metals,520111.0,RATNAMANI,Steel - Medium / Small,1981.55,39.58,9259.39,0.61,60.15,-40.46,440.79,-41.7,24.08,15.18,171.41,5.1,215.21,0.09,19.03,5.0,,0.9,9.35,2423.82,True
94,S A I L,500113.0,SAIL,Steel - Large,78.8,8.85,32548.54,1.27,1468.2,527.06,19835.71,19.91,8.43,25.76,47454.29,0.8,-617.67,1.17,6.43,4.0,,1.28,4130.53,122599.01,True
95,S.A.L Steel,532604.0,SALSTEEL,Steel - Sponge Iron,3.65,,31.01,0.0,0.22,-82.11,77.49,-27.12,10.8,9.64,139.38,3.01,53.66,13.53,238.47,6.0,,1.16,84.97,292.41,True
96,Salasar Techno,540642.0,SALASAR,Steel - Medium / Small,372.3,20.87,494.61,0.27,11.59,436.57,174.36,72.68,13.63,15.18,162.14,2.26,31.07,0.74,11.29,5.0,,0.9,13.29,467.26,True
97,Sarda Energy,504614.0,SARDAEN,Steel - Medium / Small,377.35,6.48,1360.32,1.33,115.58,173.56,603.9,32.3,7.9,15.18,1540.48,0.69,344.68,0.78,7.12,5.0,,0.9,36.05,4136.75,True
102,Shah Alloys,513436.0,SHAHALLOYS,Steel - Medium / Small,7.35,,14.55,0.0,-20.34,58.93,174.85,58.16,-43.98,15.18,155.73,,120.94,,,4.0,,0.9,19.8,414.79,True
105,Srikalahas. Pip.,513605.0,SRIPIPES,Steel - Medium / Small,175.85,7.17,821.19,3.98,46.78,-30.86,426.62,-4.4,15.67,15.18,519.98,0.59,-124.58,0.37,13.97,5.0,,0.9,46.7,2413.94,True
107,Sunflag Iron,500404.0,SUNFLAG,Steel - Medium / Small,69.15,11.92,1246.22,0.0,46.89,102.02,648.18,54.52,9.09,15.18,277.99,0.89,217.57,0.2,7.92,5.0,,0.9,180.22,2383.63,True
109,Supreme Engg.,,SUPREMEENG,Steel - Medium / Small,26.75,15.69,66.86,0.0,,,,,11.02,15.18,88.11,1.24,10.06,1.64,8.14,6.0,,0.9,25.0,233.18,True
113,Surya Roshni,500336.0,SURYAROSNI,Steel - Large,352.9,15.03,1920.09,0.57,55.33,80.52,1577.32,13.1,10.85,25.76,820.43,1.53,280.26,0.65,8.54,7.0,,1.28,53.61,2703.67,True
115,Tata Metaliks,513434.0,TATAMETALI,Steel - Pig Iron,793.3,11.29,2505.04,0.32,75.18,63.76,526.23,1.47,24.6,10.87,180.79,2.18,70.15,0.16,21.08,4.0,,1.92,31.58,1659.33,True
116,Tata Steel,500470.0,TATASTEEL,Steel - Large,735.5,42.31,82853.36,1.36,3697.22,437.59,39594.09,11.47,5.49,25.76,111360.49,1.27,20168.72,1.71,-1.18,3.0,,1.28,1144.95,244418.7,True
117,Tata Steel BSL,500055.0,TATASTLBSL,Steel - Large,47.3,8.46,5171.97,0.0,913.19,282.09,5881.14,16.73,2.61,25.76,15925.37,0.28,1866.19,0.88,-4.0,5.0,,1.28,218.69,38019.78,True
118,Tata Steel Long,513010.0,TATASTLLP,Steel - Sponge Iron,694.2,13.5,3130.84,0.0,304.4,371.33,1364.17,36.51,-2.63,9.64,2577.05,1.61,-335.66,1.32,-22.95,2.0,,1.16,45.1,6129.88,True
119,Technocraf.Inds.,532804.0,TIIL,Steel - Medium / Small,394.25,8.98,964.4,0.0,41.48,-9.75,335.39,2.5,12.94,15.18,469.52,0.97,201.44,0.47,13.87,6.0,,0.9,24.46,1696.17,True
122,Usha Martin,517146.0,USHAMART,Steel - Medium / Small,30.3,11.24,923.37,0.0,37.39,465.66,549.81,2.41,22.23,15.18,519.95,0.72,212.42,0.41,40.62,7.0,,0.9,30.54,2523.46,True
123,Uttam Galva Stee,513216.0,UTTAMSTL,Steel - Medium / Small,7.05,,100.29,0.0,-26.69,77.98,184.56,23.04,-5.65,15.18,5410.8,,295.16,,,4.0,,0.9,142.26,6261.91,True
125,Vardhman Special,534392.0,VSSL,Steel - Medium / Small,169.2,32.03,685.38,0.0,21.67,1097.24,287.65,53.05,3.2,15.18,285.69,1.67,135.43,0.7,0.51,5.0,,0.9,40.39,793.73,True
126,Vaswani Industri,533576.0,VASWANI,Steel - Sponge Iron,11.9,3.62,35.7,0.0,1.85,34.06,96.56,-1.72,7.09,9.64,52.34,0.36,9.73,0.53,-2.72,5.0,,1.16,30.0,186.44,True
127,Visa Steel,532721.0,VISASTEEL,Steel - Medium / Small,6.15,,71.21,0.0,-39.87,22.31,284.52,106.5,-7.05,15.18,1169.3,,58.65,,,3.0,,0.9,115.79,3001.4,True
128,Welspun Corp,532144.0,WELCORP,Steel - Medium / Small,133.45,6.47,3481.5,7.87,198.98,-10.96,1393.48,-51.75,29.6,15.18,365.75,1.03,648.13,0.11,21.72,8.0,,0.9,130.44,6424.83,True
1,Adit.Birla Money,532974.0,BIRLAMONEY,Finance & Investments,46.75,17.68,263.21,0.0,4.2,50.54,48.79,27.16,13.15,11.04,330.95,6.65,256.76,8.36,45.08,7.0,,0.76,5.63,710.73,True
7,DB Intl.Stock,530393.0,DBSTOCKBRO,Finance & Investments,9.55,477.57,33.43,0.0,-2.52,-863.64,4.56,113.08,9.32,11.04,0.0,0.83,9.7,0.0,5.24,8.0,,0.76,7.0,79.54,True
8,Emk.Global Fin.,532737.0,EMKAY,Finance & Investments,72.0,,177.26,0.0,1.25,182.24,37.76,14.22,-5.67,11.04,1.7,1.12,95.79,0.01,-7.92,4.0,,0.76,24.62,419.09,True
11,Geojit Fin. Ser.,532285.0,GEOJITFSL,Finance & Investments,51.35,11.6,1224.05,2.92,30.61,92.64,104.08,33.62,14.26,11.04,20.73,2.19,136.8,0.04,9.65,7.0,,0.76,23.83,1038.29,True
12,Indbank Merchant,511473.0,INDBANK,Finance & Investments,14.5,17.3,64.35,0.0,1.6,97.53,2.6,32.65,7.51,11.04,0.0,1.04,14.92,0.0,3.51,7.0,,0.76,44.38,79.0,True
20,Steel City Sec.,,STEELCITY,Finance & Investments,36.9,5.93,55.75,2.71,2.52,16.13,13.37,12.83,12.2,11.04,0.87,0.59,3.75,0.01,8.23,5.0,,0.76,15.11,167.37,True
0,Avadh Sugar,540649.0,AVADHSUGAR,Sugar,199.7,4.91,399.77,2.0,3.73,-50.27,696.32,-20.02,10.48,6.94,1366.25,0.66,184.85,2.25,15.79,5.0,,0.83,20.02,2339.62,True
1,Bajaj Hindusthan,500032.0,BAJAJHIND,Sugar,6.5,,736.81,0.0,-190.55,-311.11,1762.53,2.24,2.98,6.94,5030.62,0.3,910.28,2.03,-1.9,7.0,,0.83,113.36,11898.64,True
2,Balrampur Chini,500038.0,BALRAMCHIN,Sugar,189.1,8.18,3971.1,1.32,26.89,-62.91,1072.17,-10.34,15.84,6.94,299.01,1.65,849.61,0.12,22.24,5.0,,0.83,21.0,3453.73,True
3,Bannari Amm.Sug.,500041.0,BANARISUG,Sugar,1798.2,22.19,2254.89,0.56,31.93,-11.5,453.26,5.04,8.04,6.94,793.5,1.73,-57.24,0.61,7.74,5.0,,0.83,12.54,2313.13,True
4,Dalmia Bharat,500097.0,DALMIASUG,Sugar,171.35,4.95,1387.08,1.17,37.1,39.06,605.78,20.09,12.49,6.94,366.3,0.77,72.44,0.2,12.62,6.0,,0.83,16.19,2837.49,True
6,Dhampur Sugar,500119.0,DHAMPURSUG,Sugar,185.2,5.08,1229.5,3.24,54.78,7.37,1089.32,35.97,9.96,6.94,761.08,0.85,338.2,0.52,16.68,7.0,,0.83,66.39,2970.26,True
8,Dharani Sugars,507442.0,DHARSUGAR,Sugar,5.85,,19.42,0.0,-11.07,57.99,0.16,-95.35,-14.95,6.94,507.97,,6.94,,,4.0,,0.83,33.2,588.38,True
9,Dwarikesh Sugar,532610.0,DWARKESH,Sugar,32.0,6.88,602.56,3.12,7.47,64.9,381.14,19.29,8.55,6.94,498.03,1.15,11.3,0.95,15.52,3.0,,0.83,18.83,1250.54,True
10,EID Parry,500125.0,EIDPARRY,Sugar,338.6,9.38,5995.82,0.0,106.58,-13.91,4701.19,15.18,21.07,6.94,1333.77,1.45,1985.97,0.32,14.09,8.0,,0.83,17.71,13632.63,True
13,KCP Sugar &Inds.,533192.0,KCPSUGIND,Sugar,16.25,,184.25,0.62,11.31,233.63,89.47,-14.41,2.05,6.94,188.24,0.63,24.0,0.64,-2.17,5.0,,0.83,11.34,572.63,True
15,KM Sugar Mills,532673.0,KMSUGAR,Sugar,11.15,3.72,102.58,0.0,4.21,-4.54,123.79,6.65,13.62,6.94,60.6,0.5,-18.95,0.3,9.99,4.0,,0.83,18.4,366.27,True
16,Kothari Sugars,507190.0,KOTARISUG,Sugar,25.35,12.4,210.13,0.0,5.49,178.21,94.48,33.84,7.58,6.94,50.3,1.18,27.12,0.28,9.61,8.0,,0.83,82.89,318.27,True
17,Magadh Sugar,540650.0,MAGADSUGAR,Sugar,113.5,3.44,159.94,3.52,14.63,-29.63,222.23,-21.13,12.89,6.94,640.98,0.31,-16.53,1.23,14.25,6.0,,0.83,14.09,1269.0,True
18,Mawana Sugars,523371.0,MAWANASUG,Sugar,40.9,,160.0,0.0,-21.39,-185.96,381.69,-4.68,1.98,6.94,328.94,0.61,-138.64,1.25,-24.77,3.0,,0.83,39.12,1098.21,True
22,Ponni Sug.Erode,532460.0,PONNIERODE,Sugar,153.6,5.0,132.1,2.6,0.64,-92.24,54.62,-23.07,12.8,6.94,0.0,0.45,15.61,0.0,11.31,8.0,,0.83,8.6,339.79,True
23,Rajshree Sugars,500354.0,RAJSREESUG,Sugar,16.9,,47.6,0.0,-21.44,32.94,49.77,73.23,-2.84,6.94,172.14,10.58,45.77,38.25,-76.3,4.0,,0.83,28.17,636.78,True
24,Rana Sugars,507490.0,RANASUG,Sugar,7.55,2.62,115.94,0.0,20.33,113.77,290.82,21.67,8.87,6.94,207.33,0.43,640.03,0.77,48.32,8.0,,0.83,153.54,807.66,True
26,Sakthi Sugars,507315.0,SAKHTISUG,Sugar,10.05,,119.44,0.0,-79.76,-41878.95,119.96,-45.16,-0.76,6.94,233.54,,47.74,,,7.0,,0.83,118.85,1801.06,True
28,Sh.Renuka Sugar,532670.0,RENUKA,Sugar,10.35,,2202.99,0.0,-141.2,98.91,1387.8,40.11,338.52,6.94,2894.4,,561.28,,,7.0,,0.83,212.8,6171.1,True
29,Simbhaoli Sugar,539742.0,SIMBHALS,Sugar,7.0,,28.9,0.0,-2.03,83.69,255.09,11.31,1.12,6.94,42.63,,109.53,,,5.0,,0.83,41.28,2033.6,True
31,Thiru Aroor. Su.,507450.0,THIRUSUGAR,Sugar,7.45,,8.43,0.0,5.97,41.13,100.04,-19.81,-18.04,6.94,308.1,0.04,120.16,1.43,-30.86,3.0,,0.83,11.32,1881.95,True
32,Triven.Engg.Ind.,532356.0,TRIVENI,Sugar,90.2,6.28,2180.63,1.22,94.66,109.56,1123.08,5.03,18.45,6.94,633.77,1.54,510.32,0.44,27.05,8.0,,0.83,24.18,3204.38,True
33,Ugar Sugar Works,530363.0,UGARSUGAR,Sugar,17.4,4.2,195.75,0.57,32.87,29.0,235.33,-9.37,9.65,6.94,333.57,5.46,45.98,9.3,24.0,9.0,,0.83,11.25,552.73,True
34,Uttam Sug.Mills,532729.0,UTTAMSUGAR,Sugar,101.95,5.82,388.84,0.0,11.7,-12.16,433.26,1.54,15.79,6.94,647.49,1.27,14.53,2.12,19.59,5.0,,0.83,38.14,1532.79,True
35,Vishwaraj Sugar,542852.0,VISHWARAJ,Sugar,128.25,27.51,481.66,0.0,30.46,161.91,82.75,-18.65,4.49,6.94,299.04,2.13,48.96,1.32,-3.67,6.0,,0.83,37.56,727.66,True
0,DigiSpice Tech.,517214.0,DIGISPICE,Telecommunications - Equipment,109.25,228.15,2489.83,0.0,1.75,139.44,184.56,96.13,-1.04,228.15,30.25,10.39,57.46,0.13,-4.86,4.0,,12.5,60.55,484.6,True
1,AGC Networks,500463.0,AGCNET,Telecommunications - Equipment,1002.85,18.59,3001.55,0.0,46.24,22.68,1241.07,-1.32,38.48,22.58,559.54,145.07,1014.3,27.04,,7.0,,1.71,29.82,2409.97,True
3,Astra Microwave,532493.0,ASTRAMICRO,Telecommunications - Equipment,121.55,87.08,1052.76,0.99,10.29,-54.49,180.81,20.0,12.79,22.58,110.04,2.02,-31.51,0.21,8.15,5.0,,1.71,17.32,901.43,True
5,GTL,500160.0,GTL,Telecommunications - Equipment,6.7,,105.39,0.0,19.29,136.92,69.16,27.81,,22.58,183.78,,82.63,,,5.0,,1.71,157.3,200.72,True
6,GTL Infra.,532775.0,GTLINFRA,Telecommunications - Equipment,1.0,,1240.7,0.0,-207.62,13.21,348.88,1.6,-6.2,22.58,714.85,,436.14,,-314.66,4.0,,1.71,12406.96,6986.78,True
7,HFCL,500183.0,HFCL,Telecommunications - Equipment,28.85,22.74,3705.43,0.0,82.24,79.63,1277.48,49.68,21.38,22.58,824.26,2.12,167.32,0.47,14.65,4.0,,1.71,128.44,4216.69,True
8,Indus Towers,534816.0,INDUSTOWER,Transmisson Line Towers / Equipment,257.5,22.64,69394.63,7.81,979.1,22.59,4060.7,143.56,23.24,17.72,2433.8,5.05,2315.1,0.18,21.56,6.0,,4.02,2694.9,18327.2,True
9,ITI,523610.0,ITI,Telecommunications - Equipment,130.9,,12219.81,0.0,-31.76,-118.88,496.88,-39.99,8.89,22.58,1485.37,5.62,-196.88,0.68,7.39,6.0,,1.71,925.12,7454.87,True
11,NELCO,504112.0,NELCO,Telecommunications - Equipment,222.25,37.02,507.17,0.54,3.82,4.66,58.55,3.89,19.88,22.58,81.73,7.54,33.17,1.22,22.25,6.0,,1.71,22.82,264.26,True
12,Olectra Greentec,532439.0,OLECTRA,Telecommunications - Equipment,176.95,,1452.42,0.0,2.99,212.83,61.11,29.44,1.61,22.58,15.23,2.0,-218.55,0.02,-0.39,4.0,,1.71,32.83,864.76,True
15,Shyam Telecom,517411.0,SHYAMTEL,Telecommunications - Equipment,10.85,,12.23,0.0,-0.11,91.85,0.0,-100.0,,22.58,0.0,,-0.26,,,3.0,,1.71,11.27,29.56,True
0,Bharti Airtel,532454.0,BHARTIARTL,Telecommunications - Service Provider,541.2,,295254.76,0.37,853.6,44.06,26517.8,24.24,5.45,24.85,159667.3,4.98,18128.7,2.69,10.32,7.0,,1.41,2727.8,340319.3,True
1,M T N L,500108.0,MTNL,Telecommunications - Service Provider,14.0,,882.0,0.0,-637.78,40.13,360.49,-11.63,-17.65,24.85,22586.99,,-1205.64,,,2.0,,1.41,630.0,13907.19,True
3,OnMobile Global,532944.0,ONMOBILE,Telecommunications - Service Provider,100.8,23.01,1048.38,1.49,11.32,73.89,139.78,-2.37,4.94,24.85,10.32,1.76,17.16,0.02,3.48,8.0,,1.41,103.76,885.76,True
5,Reliance Communi,532712.0,RCOM,Telecommunications - Service Provider,1.8,,497.8,0.0,-1446.0,36.96,174.0,-33.33,-7.41,24.85,30737.0,,19.0,,,6.0,,1.41,1383.0,47751.0,True
6,Tata Comm,500483.0,TATACOMM,Telecommunications - Service Provider,1202.95,34.04,34284.08,0.33,309.15,442.54,4222.83,-0.14,9.47,24.85,8824.96,,2524.76,,,4.0,,1.41,285.0,22493.31,True
7,Tata Tele. Mah.,532371.0,TTML,Telecommunications - Service Provider,14.65,,2863.97,0.0,-297.95,-9.63,278.41,9.15,,24.85,14869.44,,-359.72,,,2.0,,1.41,1954.93,1671.76,True
8,Tejas Networks,540595.0,TEJASNET,Telecommunications - Service Provider,187.9,,1748.39,0.0,9.23,108.24,134.88,55.64,-11.23,24.85,23.71,,0.61,0.02,-20.08,4.0,,1.41,96.07,1257.23,True
10,Vodafone Idea,532822.0,IDEA,Telecommunications - Service Provider,11.35,,32614.67,0.0,-4532.1,-7.25,10894.1,-1.76,-5.44,24.85,105213.5,,7327.5,,-131.83,6.0,,1.41,28735.4,212149.1,True
2,Aarvee Denims,514274.0,AARVEEDEN,Textiles - Cotton/Blended,18.15,,42.58,0.0,-5.68,30.65,93.94,-15.32,-0.11,12.28,422.69,0.22,64.59,2.17,-15.92,4.0,,0.78,23.46,751.83,True
14,Alok Industries,521070.0,ALOKINDS,Textiles - Processing,19.65,,9756.7,0.0,-35.12,81.94,1213.2,38.92,-4.48,16.22,23847.04,,-260.68,,,5.0,,0.74,496.54,8223.73,True
15,Alps Industries,530715.0,ALPSINDUS,Textiles - Products,1.75,,6.84,0.0,-16.84,14.04,73.56,-2.57,-24.77,19.63,758.01,,-12.48,,,3.0,,1.05,39.11,219.81,True
17,Ambika Cotton,531978.0,AMBIKCO,Textiles - Cotton/Blended,986.0,11.42,564.49,1.52,21.1,29.93,192.67,16.83,13.88,12.28,48.07,1.08,49.52,0.09,10.66,5.0,,0.78,5.73,680.5,True
23,Arvind Ltd,500101.0,ARVIND,Textiles - Cotton/Blended,77.55,,2007.96,0.0,24.91,-31.95,1513.66,-19.0,8.8,12.28,2252.57,0.76,860.47,0.86,4.73,3.0,,0.78,258.92,6612.42,True
25,Ashima,514286.0,ASHIMASYN,Textiles - Cotton/Blended,16.05,,307.61,0.0,-2.4,-292.0,48.66,-41.61,-1.7,12.28,20.14,1.45,3.91,0.09,-2.74,5.0,,0.78,191.66,277.8,True
28,AYM Syntex,508933.0,AYMSYNTEX,Textiles - Processing,49.05,58.02,245.42,0.0,10.78,33.42,294.18,11.41,8.84,16.22,230.08,0.75,79.17,0.7,6.76,8.0,,0.74,50.04,762.22,True
29,Bang Overseas,532946.0,BANG,Textiles - Products,30.3,45.66,41.09,0.0,1.22,-76.31,19.09,-31.92,2.36,19.63,24.78,0.46,1.06,0.28,2.33,6.0,,1.05,13.56,142.07,True
30,Bannari Amm Spg.,532674.0,BASML,Textiles - Cotton/Blended,67.2,,211.74,0.0,8.15,270.45,297.34,1.67,8.34,12.28,574.05,0.75,139.42,2.04,0.77,5.0,,0.78,15.75,1130.72,True
31,Banswara Syntex,503722.0,BANSWRAS,Textiles - Spinning - Synthetic / Blended,122.2,,209.16,1.23,11.87,-41.72,225.55,-32.88,14.81,10.54,170.18,0.64,208.39,0.52,16.67,8.0,,0.54,17.12,768.08,True
35,Bhandari Hosiery,512608.0,BHANDARI,Textiles - Products,2.75,167.88,40.29,0.36,1.35,-52.3,68.19,-1.87,9.88,19.63,115.01,0.55,-2.23,1.58,7.46,4.0,,1.05,14.65,208.41,True
41,Bombay Dyeing,500020.0,BOMDYEING,Textiles - Processing,80.0,,1652.28,0.25,-82.46,-150.77,386.22,2.26,8.2,16.22,4159.27,10.48,99.1,26.37,219.02,4.0,,0.74,41.31,5168.34,True
42,Bombay Rayon,532678.0,BRFL,Textiles - Products,9.45,,300.02,0.0,-365.59,81.27,49.13,-62.35,-32.24,19.63,4222.31,0.58,-4.67,8.17,-88.36,2.0,,1.05,317.48,6354.13,True
43,BSL,514045.0,BSL,Textiles - Processing,31.5,,32.42,0.0,1.46,4.29,88.8,-10.84,7.25,16.22,147.16,0.44,30.35,2.0,2.2,8.0,,0.74,10.29,305.22,True
44,Cantabil Retail,533267.0,CANTABIL,Textiles - Products,380.1,89.44,620.7,0.26,10.13,-10.35,97.5,-5.61,16.68,19.63,269.97,5.73,23.89,2.49,14.18,6.0,,1.05,16.33,434.86,True
45,Celebrity Fash.,532695.0,CELEBRITY,Textiles - Products,7.05,,33.68,0.0,0.71,-26.04,52.26,15.77,10.34,19.63,79.56,24.76,17.46,58.5,4.24,6.0,,1.05,47.77,136.6,True
46,Century Enka,500280.0,CENTENKA,Textiles - Manmade,261.05,11.53,570.39,3.06,32.47,311.45,398.35,7.79,8.11,15.56,14.09,0.57,141.61,0.01,9.09,6.0,,0.88,21.85,1188.15,True
50,CIL Nova Petro.,533407.0,CNOVAPETRO,Textiles - Manmade,15.45,,41.87,0.0,4.23,5187.5,56.16,9.92,0.73,15.56,15.12,0.55,7.63,0.2,-3.74,5.0,,0.88,27.1,140.9,True
51,Damodar Indust.,521220.0,DAMODARIND,Textiles - Spinning - Synthetic / Blended,33.2,,77.36,0.0,0.59,110.71,165.84,-18.71,5.06,10.54,318.9,0.88,25.57,3.63,-6.67,3.0,,0.54,11.65,454.02,True
52,DCM Nouvelle,542729.0,DCMNVL,Textiles - Cotton/Blended,72.1,17.38,134.67,0.0,12.26,262.72,152.37,1.22,5.6,12.28,86.03,0.91,35.21,0.58,2.85,4.0,,0.78,18.68,282.13,True
57,Digjam,539979.0,DIGJAMLTD,Textiles - Products,4.85,,42.51,0.0,15.31,-20.9,1.86,4550.0,-13.52,19.63,85.85,7.1,-4.95,14.33,-75.17,3.0,,1.05,87.64,199.11,True
58,Dollar Industrie,541403.0,DOLLAR,Textiles - Products,253.75,17.88,1439.17,0.67,28.38,44.94,311.79,22.36,14.61,19.63,128.81,2.91,52.87,0.26,13.47,5.0,,1.05,11.34,782.32,True
59,Donear Inds.,512519.0,DONEAR,Textiles - Processing,33.35,,173.42,0.6,-1.43,-123.6,119.33,-21.99,11.3,16.22,236.43,1.55,83.73,2.11,10.02,5.0,,0.74,10.4,462.09,True
63,Eurotex Industri,521014.0,EUROTEXIND,Textiles - Cotton/Blended,7.8,,6.83,0.0,-6.42,-303.77,8.64,18.03,-49.96,12.28,31.33,,-6.41,,-127.55,2.0,,0.78,8.74,62.85,True
