,Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Industry PE,Debt,Price to book value,Cash from operations last year,Debt to equity,Return on equity,Piotroski score,Credit rating,Industry PBV,Equity capital,Total Assets,is in nse
20,Power Grid Corpn,532898.0,POWERGRID,Power Generation And Supply,225.05,9.39,117736.93,4.44,3367.71,26.04,10142.48,8.31,11.53,18.84,136372.39,1.74,31040.48,2.01,17.25,7.0,,0.81,5231.59,258520.23,True
21,RattanIndia Infr,534597.0,RTNINFRA,Power Generation And Supply,6.6,,912.3,0.0,0.1,-99.98,0.0,,-94.13,18.84,0.0,10.77,-16.96,0.0,-95.0,5.0,,0.81,276.45,84.94,True
22,Rattanindia Pow.,533122.0,RTNPOWER,Power Generation And Supply,3.0,,1611.03,0.0,-68.99,93.17,303.86,-18.27,2.19,18.84,9749.84,,610.38,,-2032.74,5.0,,0.81,4939.78,18866.77,True
23,Reliance Power,532939.0,RPOWER,Power Generation And Supply,4.5,,1262.31,0.0,52.29,5.89,1897.17,13.67,6.36,18.84,22077.17,0.11,4542.82,1.84,-2.0,3.0,,0.81,2805.13,53754.42,True
25,SJVN,533206.0,SJVN,Power Generation And Supply,27.15,6.47,10669.39,8.1,196.65,77.9,493.87,1.1,16.93,18.84,1851.47,0.86,1713.53,0.15,14.42,8.0,,0.81,3929.8,16383.95,True
31,Tata Power Co.,500400.0,TATAPOWER,Power Generation And Supply,100.35,34.62,32065.23,1.54,248.21,49.55,7597.91,7.45,7.53,18.84,44070.51,1.47,7375.32,2.03,1.47,8.0,,0.81,319.56,94226.96,True
32,Torrent Power,532779.0,TORNTPOWER,Power Generation And Supply,388.95,12.07,18693.59,2.98,320.5,-23.58,2952.75,-4.1,13.12,18.84,7608.77,1.92,3635.41,0.78,16.72,8.0,,0.81,480.62,23876.06,True
3,Kokuyo Camlin,523207.0,KOKUYOCMLN,Printing & Stationery,64.7,,648.97,0.0,1.26,156.25,100.79,-32.74,4.51,62.7,109.95,2.77,64.55,0.47,1.62,6.0,,1.85,10.03,418.42,True
4,Linc Pen &Plast.,531241.0,LINCPEN,Printing & Stationery,169.3,,251.79,0.89,-1.28,-129.56,71.21,-26.36,15.65,62.7,45.02,1.94,38.35,0.35,14.95,7.0,,1.85,14.87,220.29,True
0,Burger King,543248.0,BURGERKING,Hotels,141.2,,5407.67,0.0,-29.03,-33.59,163.19,-28.4,-0.8,2.32,796.27,19.63,,2.89,-27.83,2.0,,12.13,277.74,1197.71,True
1,Jubilant Food.,533155.0,JUBLFOOD,Food - Processing - MNC,3121.5,245.7,41194.14,0.19,124.13,21.95,1069.28,-0.19,29.44,245.7,1628.13,36.65,727.79,1.45,25.12,6.0,,36.65,131.97,3377.9,True
2,Westlife Develop,505533.0,WESTLIFE,Hotels,516.05,,8039.64,0.0,0.11,-128.11,325.05,-24.92,7.08,2.32,972.91,16.61,199.63,2.01,-2.21,3.0,,12.13,31.13,1750.35,True
0,I R C T C,542830.0,IRCTC,Travel Agencies,1897.65,146.76,30362.4,0.66,78.09,-62.02,224.37,-68.66,62.85,146.76,0.0,22.71,405.32,0.0,44.14,7.0,,22.71,160.0,3192.87,True
2,Gokaldas Exports,532630.0,GOKEX,Textiles - Products,81.45,20.8,349.39,0.0,6.05,-21.22,265.04,-17.7,7.0,19.29,441.61,1.54,98.6,1.95,3.8,3.0,,1.13,21.45,924.72,True
5,K P R Mill Ltd,532889.0,KPRMILL,Textiles - Products,958.35,16.08,6594.41,0.47,156.26,65.53,929.64,20.77,19.39,19.29,355.96,3.24,788.28,0.18,20.3,8.0,,1.13,34.41,2783.08,True
6,Kewal Kir.Cloth.,532732.0,KKCL,Textiles - Products,907.9,41.52,1119.44,4.74,10.86,-5.97,118.04,-6.46,19.64,19.29,35.0,2.58,50.94,0.08,16.64,6.0,,1.13,12.33,553.9,True
7,Kitex Garments,521248.0,KITEX,Textiles - Products,106.3,11.11,706.9,1.41,15.54,-55.59,120.9,-51.81,20.84,19.29,6.87,1.05,51.19,0.01,17.17,7.0,,1.13,6.65,767.59,True
9,Page Industries,532827.0,PAGEIND,Textiles - Products,29463.25,128.31,32851.52,0.85,153.7,76.63,927.06,16.79,53.49,19.29,143.29,36.7,516.69,0.16,43.04,4.0,,1.13,11.15,1634.3,True
10,Pearl Global Ind,532808.0,PGIL,Textiles - Products,165.35,,358.15,0.0,10.8,-112.28,360.12,2.8,10.01,19.29,451.05,0.73,63.72,0.91,5.1,5.0,,1.13,21.66,1335.2,True
11,Rupa & Co,533552.0,RUPA,Textiles - Products,309.35,23.41,2460.09,0.97,43.39,52.3,345.61,12.36,13.51,19.29,119.01,3.97,90.37,0.19,10.97,6.0,,1.13,7.95,993.44,True
14,Zodiac Cloth. Co,521163.0,ZODIACLOTH,Textiles - Products,104.95,,235.9,0.0,-7.13,-180.71,27.3,-47.6,-4.3,19.29,109.01,0.98,10.69,0.45,-10.57,3.0,,1.13,22.48,397.09,True
0,Ahluwalia Contr.,532811.0,AHLUCONT,Construction,289.3,41.92,1937.95,0.0,14.72,-30.34,536.13,7.66,15.54,34.45,90.26,2.34,109.63,0.11,8.36,4.0,,0.82,13.4,1824.82,True
1,Ajmera Realty,513349.0,AJMERA,Construction,131.55,21.44,466.74,1.06,7.9,22.67,120.72,146.87,7.05,34.45,1003.99,0.72,-17.85,1.55,5.25,2.0,,0.82,35.48,2053.64,True
3,AMJ Land Holdin.,500343.0,AMJLAND,Construction,26.7,10.66,109.47,0.75,2.66,-33.67,5.27,79.86,6.73,34.45,10.61,1.03,-9.56,0.1,6.94,3.0,,0.82,8.2,124.91,True
4,Anant Raj,515055.0,ANANTRAJ,Construction,51.55,122.98,1521.24,0.16,7.41,-31.39,72.66,-44.18,1.07,34.45,1503.93,0.61,-91.02,0.61,1.16,3.0,,0.82,59.02,4704.56,True
5,Anant Raj Global,543249.0,TARC,Construction,32.7,143.81,964.97,0.0,8.9,-26.39,58.35,25.89,,34.45,,,,,,1.0,,0.82,59.02,,True
7,Ansal Housing,507828.0,ANSALHSG,Construction,6.15,,36.52,0.0,-5.87,35.07,39.68,-11.41,-0.49,34.45,414.33,0.17,58.95,1.91,-21.35,4.0,,0.82,59.39,2432.32,True
8,Ansal Properties,500013.0,ANSALAPI,Construction,8.25,,129.86,0.0,-11.19,-183.14,192.36,-31.26,-1.41,34.45,322.27,,107.17,,,5.0,,0.82,78.7,7374.85,True
9,Arih.Found.Hsg.,531381.0,ARIHANT,Construction,22.6,,19.44,0.0,1.25,123.21,9.43,-14.81,2.64,34.45,429.65,0.19,-220.23,4.16,-4.98,1.0,,0.82,8.6,1346.96,True
10,Arihant Super.,506194.0,ARIHANTSUP,Construction,38.95,21.18,160.32,0.0,5.15,25.61,73.03,14.99,9.01,34.45,369.55,1.3,24.78,3.01,4.53,6.0,,0.82,41.16,732.26,True
11,Arvind SmartSp.,539301.0,ARVSMART,Construction,100.3,21.09,356.6,0.0,5.04,-74.09,44.45,-52.83,19.26,34.45,172.49,1.25,-15.7,0.6,14.48,5.0,,0.82,35.55,835.37,True
12,Ashiana Housing,523716.0,ASHIANA,Construction,119.9,74.11,1227.2,0.25,12.86,280.87,80.08,8.49,-1.15,34.45,65.54,1.65,28.4,0.09,-2.15,4.0,,0.82,20.47,1173.58,True
13,Bhagya. Prop.,540621.0,BHAGYAPROP,Construction,28.55,27.03,91.35,0.0,-0.05,-104.24,1.34,35.35,9.0,34.45,21.07,0.78,6.71,0.18,7.91,6.0,,0.82,6.4,147.97,True
16,Brigade Enterpr.,532929.0,BRIGADE,Construction,295.95,,6241.99,0.34,-16.12,-85.13,644.63,16.73,8.24,34.45,4129.36,2.79,464.89,1.84,6.55,3.0,,0.82,208.29,12762.95,True
17,Capacit'e Infra.,540710.0,CAPACITE,Construction,202.25,,1373.11,0.0,15.33,-34.46,305.76,-24.49,14.21,34.45,370.69,1.54,353.38,0.42,10.29,6.0,,0.82,67.89,2273.81,True
19,Country Condo,531624.0,COUNCODOS,Construction,2.55,41.23,19.79,0.0,0.09,-40.0,3.35,-22.63,7.15,34.45,0.73,1.03,1.9,0.04,3.3,7.0,,0.82,7.76,32.73,True
20,D B Realty,533160.0,DBREALTY,Construction,31.0,,754.11,0.0,99.45,41.46,10.82,-58.95,-2.94,34.45,1709.75,0.55,227.0,1.26,-19.96,3.0,,0.82,243.26,6857.74,True
24,DLF,532868.0,DLF,Construction,313.6,,77625.78,0.64,451.18,66.36,1543.03,14.99,3.75,34.45,5759.32,2.26,325.04,0.17,0.54,5.0,,0.82,495.06,55428.5,True
28,Emami Realty Ltd,533218.0,EMAMIREAL,Construction,49.9,,139.42,0.0,-20.24,79.88,53.33,-71.68,7.72,34.45,2571.0,2.34,543.23,43.18,-127.31,5.0,,0.82,5.59,3115.69,True
32,GeeCee Vent.,532764.0,GEECEE,Construction,105.7,21.11,221.04,0.0,3.53,141.78,14.95,96.97,4.51,34.45,0.32,0.49,155.3,0.0,3.65,7.0,,0.82,20.91,482.73,True
34,Godrej Propert.,533150.0,GODREJPROP,Construction,1508.45,368.21,38025.16,0.0,14.35,-69.25,170.49,-55.46,8.58,34.45,4302.17,7.93,-229.74,0.9,5.99,4.0,,0.82,126.04,11683.45,True
37,H D I L,532873.0,HDIL,Construction,5.5,2.9,260.7,0.0,8.24,-66.63,92.63,-44.4,2.97,34.45,1996.9,0.02,385.37,0.17,0.91,7.0,,0.82,474.0,18134.56,True
39,Hemisphere Prop,543242.0,HEMIPROP,Construction,171.25,,4880.63,0.0,-0.33,-725.0,0.0,,-0.54,34.45,4.0,,-281.37,0.01,-0.54,3.0,,0.82,285.0,288.51,True
40,Hubtown,532799.0,HUBTOWN,Construction,16.95,,123.29,0.0,-19.27,45.87,41.91,-57.45,7.97,34.45,518.26,0.09,67.83,0.36,-1.86,6.0,,0.82,72.74,4722.47,True
42,Indbull.RealEst.,532832.0,IBREALEST,Construction,99.8,,4537.55,0.0,80.59,63.8,721.68,-41.43,11.44,34.45,1062.48,1.36,-431.89,0.32,3.8,4.0,,0.82,90.93,10160.99,True
43,Karda Construct.,541161.0,KARDA,Construction,121.2,79.3,745.38,0.04,3.74,-24.29,39.41,-3.64,14.23,34.45,44.2,6.97,44.54,0.41,9.57,7.0,,0.82,12.3,293.3,True
44,Kaushalya Infra.,532925.0,KAUSHALYA,Construction,1.75,,6.06,0.0,-0.47,-147.37,0.06,-14.29,-7.34,34.45,24.5,0.14,-1.08,0.57,-12.43,3.0,,0.82,34.63,73.49,True
46,Kolte Patil Dev.,532924.0,KOLTEPATIL,Construction,247.85,,1883.77,0.0,22.47,272.18,190.27,46.15,15.95,34.45,540.66,2.19,331.21,0.63,8.29,6.0,,0.82,76.0,3715.69,True
50,Landmark Prop.,533012.0,LPDC,Construction,2.0,70.61,26.83,0.0,0.11,10.0,0.33,,0.81,34.45,0.0,0.43,-0.5,0.0,0.62,6.0,,0.82,13.41,62.73,True
52,Marathon Nextgen,503101.0,MARATHON,Construction,83.95,23.22,386.17,0.0,7.24,-43.96,53.42,-10.1,6.09,34.45,516.25,0.63,21.54,0.85,4.01,4.0,,0.82,23.0,1537.35,True
57,NBCC,534309.0,NBCC,Construction,52.3,42.57,9414.0,0.26,93.43,88.6,2103.61,8.99,20.54,34.45,0.0,6.28,112.83,0.0,5.29,6.0,,0.82,180.0,12036.98,True
62,Oberoi Realty,533273.0,OBEROIRLTY,Construction,563.3,29.12,20481.71,0.0,286.65,93.37,828.41,57.07,10.63,34.45,1388.57,2.33,-281.98,0.16,8.21,5.0,,0.82,363.6,11494.44,True
63,Omaxe,532880.0,OMAXE,Construction,70.45,,1288.53,0.0,-95.51,-1343.62,102.56,-38.65,4.91,34.45,1157.08,0.86,717.83,0.77,-7.24,5.0,,0.82,182.9,10571.32,True
64,Oswal Agro Mills,500317.0,OSWALAGRO,Construction,11.05,5.91,148.32,0.0,1.99,-72.32,5.62,40.85,1.28,34.45,0.37,0.19,-27.79,0.0,4.32,5.0,,0.82,134.23,799.47,True
68,Peninsula Land,503031.0,PENINLAND,Construction,5.95,,166.12,0.0,-30.42,13.62,64.03,-42.17,-16.17,34.45,320.79,8.64,573.98,16.68,-198.93,6.0,,0.82,55.9,2469.56,True
69,Phoenix Mills,503100.0,PHOENIXLTD,Construction,826.05,420.14,14196.68,0.0,65.42,-28.78,337.84,-33.99,10.33,34.45,3739.45,3.01,779.81,0.79,9.1,4.0,,0.82,34.36,11411.41,True
70,Poddar Housing,523628.0,PODDARHOUS,Construction,208.05,,131.39,0.0,5.84,292.74,33.75,92.64,-4.68,34.45,260.06,0.71,-59.07,1.4,-10.16,1.0,,0.82,6.32,582.37,True
72,Prajay Engineers,531746.0,PRAENG,Construction,9.05,,63.3,0.0,-3.31,-1224.0,3.92,-62.56,0.09,34.45,162.98,0.11,15.03,0.29,-0.91,7.0,,0.82,69.94,1227.77,True
74,Prestige Estates,533274.0,PRESTIGE,Construction,302.85,89.73,12140.1,0.5,58.7,-63.72,1847.6,-31.08,13.18,34.45,8838.4,2.24,2226.3,1.63,7.92,6.0,,0.82,400.9,29191.5,True
75,Prozone Intu,534675.0,PROZONINTU,Construction,20.7,,315.88,0.0,-6.64,-2241.94,14.56,-35.97,3.79,34.45,438.7,0.66,-18.05,0.92,-0.44,2.0,,0.82,30.52,1596.87,True
76,Puravankara,532891.0,PURVA,Construction,79.25,,1879.33,0.0,13.32,-17.27,256.41,-50.4,10.36,34.45,1053.87,1.0,578.17,0.56,4.68,7.0,,0.82,118.58,8125.5,True
82,Ravinder Heights,543251.0,RVHL,Construction,20.65,,126.48,0.0,-0.51,-50.0,0.02,,,34.45,0.16,0.46,,0.0,,0.0,,0.82,6.13,316.26,True
92,Shradha Infrapr.,,SHRADHA,Construction,56.4,41.07,59.96,0.0,0.3,-28.57,0.81,1057.14,1.72,34.45,121.47,0.96,-22.24,1.94,3.44,3.0,,0.82,10.12,212.75,True
98,Sobha,532784.0,SOBHA,Construction,451.35,45.01,4280.87,1.55,21.6,-70.49,684.4,-22.51,21.44,34.45,3115.8,1.79,261.61,1.3,12.08,5.0,,0.82,94.8,10973.7,True
99,SPML Infra,500402.0,SPMLINFRA,Construction,12.8,,46.91,0.0,-27.42,-99.56,309.21,-23.95,9.69,34.45,1792.85,0.14,-2.63,5.29,1.64,3.0,,0.82,8.19,2922.66,True
103,Sumit Woods,,SUMIT,Construction,8.9,,27.22,0.0,-8.31,-729.55,14.95,-6.39,12.52,34.45,59.24,0.39,-6.97,0.84,3.62,3.0,,0.82,30.59,178.61,True
104,Sunteck Realty,512179.0,SUNTECK,Construction,350.35,116.41,5128.93,0.43,22.15,-32.92,204.65,3.33,5.0,34.45,660.46,1.82,-35.54,0.23,3.48,2.0,,0.82,14.04,4251.89,True
108,Tarmat,532869.0,TARMAT,Construction,54.5,8.68,72.65,0.0,1.29,22.86,43.67,-21.44,7.38,34.45,94.6,1.25,-13.04,1.63,14.32,5.0,,0.82,13.33,235.66,True
110,TCI Developers,533393.0,TCIDEVELOP,Construction,310.0,59.3,115.63,0.0,0.7,16.67,2.82,11.9,3.33,34.45,10.0,1.35,-0.09,0.12,2.02,5.0,,0.82,3.73,109.39,True
111,Techindia Nirman,526576.0,TECHIN,Construction,3.15,,4.51,0.0,-0.05,16.67,0.0,,-0.49,34.45,54.87,0.33,-0.29,4.03,-4.33,2.0,,0.82,14.33,68.62,True
112,Texmaco Infrast.,505400.0,TEXINFRA,Construction,72.35,,921.93,0.28,7.29,29.72,4.11,-12.74,1.63,34.45,26.08,1.57,-0.58,0.04,-1.82,3.0,,0.82,12.74,637.81,True
114,Unitech,507878.0,UNITECH,Construction,1.8,,470.93,0.0,-1316.66,-199.66,137.72,-78.55,-5.64,34.45,2122.1,0.1,,0.46,-22.77,3.0,,0.82,523.26,25876.86,True
118,Vipul Ltd,511726.0,VIPULLTD,Construction,31.65,,379.75,0.0,-21.58,-555.93,2.03,-92.59,-2.47,34.45,382.68,1.26,116.0,1.27,-15.35,4.0,,0.82,12.0,1921.54,True
122,Zuari Global,500780.0,ZUARIGLOB,Construction,89.5,,263.49,1.12,-18.17,82.28,167.6,7.36,-4.78,34.45,1802.54,0.18,125.62,1.23,-20.27,3.0,,0.82,29.44,4205.95,True
0,B P C L,500547.0,BPCL,Refineries,469.0,17.72,101737.95,3.52,1565.23,0.11,66074.93,-11.85,8.2,15.66,49266.39,2.54,7973.46,1.23,10.47,4.0,,1.56,1966.88,152068.43,True
1,C P C L,500110.0,CHENNPETRO,Refineries,109.95,,1637.28,0.0,-546.41,-4939.77,5879.93,-35.72,-25.57,15.66,8808.71,0.85,-620.2,4.59,-69.29,2.0,,1.56,148.91,15562.15,True
2,H P C L,500104.0,HINDPETRO,Refineries,250.1,4.44,38110.8,3.9,2373.71,131.08,68729.38,-2.95,5.23,15.66,30494.73,1.09,5469.24,0.88,11.14,4.0,,1.56,1498.63,120844.35,True
3,I O C L,530965.0,IOC,Refineries,102.2,6.37,96212.7,7.34,4359.11,62.42,101969.47,-17.72,4.95,15.66,97415.15,0.93,8653.26,0.94,4.16,3.0,,1.56,9414.16,330211.9,True
4,M R P L,500109.0,MRPL,Refineries,43.65,,7650.1,0.0,-213.65,-41.69,7893.37,-43.99,-16.68,15.66,18306.27,1.23,477.53,2.94,-40.99,3.0,,1.56,1752.6,31866.35,True
5,Reliance Industr,500325.0,RELIANCE,Refineries,2106.0,34.09,1386441.73,0.31,13101.0,12.12,117860.0,-23.12,10.69,15.66,255241.0,2.18,98074.0,0.42,10.19,6.0,,1.56,6445.0,1226649.0,True
0,IFGL Refractori.,540774.0,IFGLEXPOR,Refractories / Intermediates,255.35,12.57,920.26,0.98,37.28,412.79,289.0,32.81,5.76,22.57,54.68,1.09,149.87,0.06,3.81,5.0,,2.94,36.04,1064.32,True
3,Orient Refrac.,534076.0,ORIENTREF,Refractories / Intermediates,228.55,37.33,2745.78,1.09,24.14,23.04,199.56,19.28,29.28,22.57,1.5,6.44,96.93,0.0,21.73,7.0,,2.94,12.01,581.76,True
5,Vesuvius India,520113.0,VESUVIUS,Refractories / Intermediates,1040.55,39.82,2112.32,0.67,16.24,-28.46,234.46,2.79,8.69,22.57,0.0,2.51,102.11,0.0,6.44,5.0,,2.94,20.3,1057.95,True
1,Aditya Bir. Fas.,535755.0,ABFRL,Textiles - Products,206.15,,18955.6,0.0,66.39,299.01,2059.0,-19.65,9.55,,5215.7,17.26,661.68,5.15,-9.19,4.0,,0.63,819.55,9403.35,True
2,Archies,532212.0,ARCHIES,Trading,12.1,30.05,40.87,0.0,1.28,125.3,19.86,-52.13,-0.19,88.49,83.87,0.38,10.24,0.78,-6.01,5.0,,1.04,6.76,215.13,True
3,Arvind Fashions.,542484.0,ARVINDFASN,Trading,158.55,,1799.36,0.0,-68.0,-33.7,901.42,-14.28,-8.31,88.49,1808.65,3.06,205.69,3.07,-45.6,2.0,,1.04,39.47,4024.84,True
4,Avenue Super.,540376.0,DMART,Trading,3073.5,208.06,199093.55,0.0,446.97,16.39,7542.0,10.77,20.35,88.49,328.95,17.59,1280.14,0.03,15.5,5.0,,1.04,647.77,12426.63,True
5,Future Ent. DVR,570002.0,FELDVR,Textiles - Products,13.7,,53.94,0.0,46.33,199.14,1221.08,29.71,,,6306.46,0.01,,1.59,,0.0,,0.63,98.71,12069.59,True
6,Future Enterp.,523574.0,FEL,Textiles - Products,10.05,,511.15,0.0,-272.59,-2469.36,459.23,-68.71,3.58,,6347.89,0.13,2457.71,1.8,-6.55,4.0,,0.63,98.86,12350.13,True
7,Future Lifestyle,536507.0,FLFL,Textiles - Products,78.0,,1573.84,0.0,-156.87,-376.13,916.9,-44.98,10.47,,1140.25,1.52,827.06,1.1,0.45,4.0,,0.63,40.35,6609.99,True
8,Future Retail,540064.0,FRETAIL,Trading,69.1,,3747.18,0.0,-846.92,-612.73,1506.87,-70.98,10.92,88.49,11819.44,1.24,-1755.33,3.92,2.42,2.0,,1.04,108.46,20403.81,True
11,Mandhana Retail,540210.0,TMRVL,Textiles - Products,11.9,,26.28,0.0,-0.9,-190.0,-0.04,-100.07,-24.47,,0.0,0.74,23.68,0.0,-59.99,6.0,,0.63,22.08,39.86,True
14,Shoppers Stop,532638.0,SHOPERSTOP,Textiles - Products,212.1,,2319.5,0.0,-25.11,-285.71,715.97,-29.74,8.23,,2275.01,,576.12,,-28.91,4.0,,0.63,44.0,3764.34,True
15,Spencer's Retail,542337.0,SPENCERS,Trading,78.25,,705.28,0.0,-29.64,24.96,671.99,-3.97,-6.43,88.49,782.39,2.81,114.09,3.12,-32.97,4.0,,1.04,45.07,1599.74,True
16,Trent,500251.0,TRENT,Trading,905.9,,32203.61,0.11,73.94,37.26,853.63,-13.63,16.94,88.49,0.0,15.31,355.31,0.0,5.41,5.0,,1.04,35.55,5210.79,True
17,V-Mart Retail,534976.0,VMART,Trading,2678.35,,5277.99,0.0,47.87,-17.78,470.02,-16.39,17.68,88.49,537.09,12.95,86.3,1.32,11.1,5.0,,1.04,18.18,1073.64,True
18,V2 Retail,532867.0,V2RETAIL,Textiles - Products,136.9,,466.9,0.0,14.89,41.27,227.36,3.8,,,284.52,1.78,74.1,1.08,,2.0,,0.63,34.11,622.42,True
0,HSIL,500187.0,HSIL,Ceramics - Tiles / Sanitaryware,172.75,19.13,1117.65,1.74,35.92,128.79,541.48,10.71,6.64,19.13,930.17,0.89,106.76,0.74,3.74,8.0,,0.89,12.94,2854.85,True
0,Cochin Shipyard,540678.0,COCHINSHIP,Miscellaneous,409.55,10.37,5387.24,4.06,229.48,34.13,748.7,-16.45,24.92,11.43,123.0,1.46,252.61,0.03,18.01,6.0,,1.15,131.54,7668.6,True
1,Garden Reach Sh.,542011.0,GRSE,Miscellaneous,211.0,14.45,2417.05,3.38,57.62,95.32,359.6,-2.71,22.36,11.43,0.0,2.27,627.84,0.0,16.23,7.0,,1.15,114.55,6176.94,True
5,Mazagon Dock,543237.0,MAZDOCK,Miscellaneous,224.75,9.84,4532.98,2.41,141.37,-29.48,1461.09,-19.32,24.98,11.43,0.0,1.44,-95.57,0.0,15.42,3.0,,1.15,201.69,23819.31,True
6,Reliance Nav.Eng,533107.0,RNAVAL,Miscellaneous,2.85,,210.21,0.0,-588.84,54.7,17.26,-51.23,-21.54,11.43,12906.4,,-1183.29,,,3.0,,1.15,737.59,4747.44,True
1,Essar Shipping,533704.0,ESSARSHPNG,Shipping,9.35,,193.52,0.0,-181.88,-120.47,101.75,-73.35,14.54,8.04,1945.38,,210.28,,,4.0,,1.18,206.98,2195.25,True
2,GE Shipping Co,500620.0,GESHIP,Shipping,334.25,7.6,4912.35,2.42,176.33,-38.05,753.24,-30.08,4.41,8.04,4328.02,0.66,1481.03,0.58,1.27,9.0,,1.18,146.97,14089.1,True
3,Global Offshore,501848.0,GLOBOFFS,Shipping,9.05,,22.38,0.0,75.06,-22.53,20.09,-32.67,-0.5,8.04,455.29,,16.19,,,6.0,,1.18,24.73,597.32,True
4,Mercator,526235.0,MERCATOR,Shipping,1.05,,31.76,0.0,-72.43,-9.89,144.88,-16.17,-23.17,8.04,660.87,,-35.1,,,4.0,,1.18,30.25,1221.8,True
5,S C I,523598.0,SCI,Shipping,124.5,8.04,5799.21,0.6,131.57,-55.44,841.23,-30.95,5.28,8.04,3510.8,0.73,944.72,0.44,3.45,9.0,,1.18,465.8,13503.49,True
6,SEAMEC Ltd,526807.0,SEAMECLTD,Shipping,475.4,27.63,1208.7,0.21,68.8,-77.91,64.73,-38.91,25.41,8.04,47.63,2.12,233.48,0.08,26.88,9.0,,1.18,25.43,835.23,True
8,Shreyas Shipping,520151.0,SHREYAS,Shipping,84.2,8.47,184.9,0.0,12.74,47.45,143.86,-6.03,2.83,8.04,168.72,0.49,57.58,0.45,4.37,5.0,,1.18,21.96,718.3,True
1,Adhunik Indus.,538365.0,ADHUNIKIND,Steel - Medium / Small,20.95,155.51,97.97,0.0,0.45,462.5,148.86,30.66,4.42,15.18,31.93,0.84,24.71,0.27,0.89,5.0,,0.9,46.76,178.79,True
3,Ahlada Engineers,,AHLADA,Steel - Medium / Small,91.75,18.49,118.55,1.31,3.61,1.98,38.72,30.02,9.05,15.18,35.11,1.04,59.66,0.31,5.75,7.0,,0.9,12.92,174.46,True
6,Ankit Met.Power,532870.0,ANKITMETAL,Steel - Sponge Iron,1.2,,16.93,0.0,-20.23,-678.0,65.99,-40.95,-5.25,9.64,578.49,,211.87,,,6.0,,1.16,141.11,1325.97,True
7,APL Apollo Tubes,533758.0,APLAPOLLO,Steel - Large,1157.4,48.5,14442.51,0.0,132.04,77.81,2600.92,22.93,20.11,25.76,689.04,10.08,509.55,0.48,20.51,6.0,,1.28,24.96,3259.86,True
14,Bedmutha Indus.,533270.0,BEDMUTHA,Steel - Medium / Small,23.6,,76.14,0.0,-18.79,2.14,110.2,31.19,-1.95,15.18,458.66,,77.38,,,3.0,,0.9,24.53,474.63,True
16,Bharat Wire,539799.0,BHARATWIRE,Steel - Medium / Small,43.45,,195.32,0.0,-13.64,15.38,64.03,9.49,1.05,15.18,354.49,26.01,150.9,47.2,-87.86,6.0,,0.9,44.95,752.57,True
24,D P Wires,,DPWIRES,Steel - Medium / Small,118.95,7.77,161.39,0.0,7.57,27.44,143.55,111.41,22.76,15.18,4.04,1.51,38.24,0.04,18.39,6.0,,0.9,13.57,124.29,True
26,Electrotherm(I),526608.0,ELECTHERM,Steel - Medium / Small,120.4,,153.42,0.0,46.98,535.72,746.84,3.76,1.35,15.18,1180.74,,177.08,,,5.0,,0.9,12.74,1745.21,True
27,Gallantt Ispat,533265.0,GALLISPAT,Steel - Sponge Iron,39.45,10.38,1113.91,0.0,45.85,1531.67,289.64,18.31,6.26,9.64,223.14,1.07,140.07,0.21,6.16,5.0,,1.16,28.24,1360.9,True
28,Gallantt Metal,532726.0,GALLANTT,Steel - Medium / Small,49.4,7.9,401.72,0.0,32.45,2990.48,306.83,36.9,2.63,15.18,79.54,0.6,56.79,0.12,3.47,4.0,,0.9,81.32,804.64,True
29,Gandhi Spl. Tube,513108.0,GANDHITUBE,Steel - Medium / Small,281.9,13.18,364.18,3.19,12.06,165.64,36.4,97.29,14.99,15.18,0.0,2.49,18.59,0.0,12.28,5.0,,0.9,6.46,176.26,True
31,Godawari Power,532734.0,GPIL,Steel - Medium / Small,583.1,5.86,2054.63,0.86,160.83,442.79,1131.65,35.24,16.24,15.18,1369.66,1.38,550.83,0.92,13.65,6.0,,0.9,34.11,3438.98,True
32,Goodluck India,530655.0,GOODLUCK,Steel - Medium / Small,72.65,4.92,167.14,0.0,11.06,64.34,420.16,-0.63,12.61,15.18,445.16,0.47,58.05,1.25,10.38,7.0,,0.9,4.6,975.73,True
33,Grand Foundry,513343.0,GFSTEELS,Steel - Medium / Small,2.1,,6.39,0.0,0.06,112.24,1.07,33.75,,15.18,0.47,,-1.87,,,4.0,,0.9,12.17,1.82,True
36,Gyscoal Alloys,533275.0,GAL,Steel - Medium / Small,2.45,,38.78,0.0,-6.88,-40.17,3.67,-74.88,-9.18,15.18,74.99,,4.05,,-44.61,3.0,,0.9,15.83,80.81,True
38,Hi-Tech Pipes,,HITECH,Steel - Medium / Small,340.7,18.18,372.25,0.07,9.26,97.44,415.7,33.67,12.0,15.18,307.18,2.06,24.95,1.7,12.97,4.0,,0.9,10.93,578.73,True
39,Hisar Met.Inds.,590018.0,HISARMETAL,Steel - Medium / Small,124.05,20.68,66.99,0.81,2.57,159.6,46.7,16.49,11.52,15.18,53.52,2.4,4.06,1.92,15.18,6.0,,0.9,5.4,99.27,True
